index,name,family,bank,technical,residual,peak,rms,crest075_db,safety_hit_pct,dc,w0_30_db,w30_80_db,w80_180_db,w180_400_db,w400_750_db,low80_180_db,low180_400_rel_db,low400_750_rel_db,near_peak90_075_pct,tail_rms_db,tail_mean,decay_drop_db
59,Concrete Punch,PUNCH,CORE,1,1,0.922571,0.0724758,12.3965,0.0645833,-2.69562e-07,-5.62586,-5.13809,-9.7393,-19.6793,-31.5468,-18.3468,-8.08691,-21.0179,1.16389,-300,-3.4195e-18,151.036
60,Clean Attack / TIGHT,PUNCH,TIGHT,1,1,0.922571,0.0619577,13.7577,0.0125,-1.82138e-08,-6.01349,-5.90279,-12.2382,-26.1471,-46.2911,-21.2435,-12.3626,-33.2543,0.486111,-300,-2.51742e-28,55.5031
61,Pressure Point / TIGHT,PUNCH,TIGHT,1,1,0.92166,0.0595663,14.091,0,-1.53788e-09,-6.06698,-6.25613,-12.9406,-26.5676,-45.1484,-22.0234,-11.5935,-31.4598,0.402778,-300,-4.38584e-27,70.9126
62,Warehouse Knock / TIGHT,PUNCH,TIGHT,1,1,0.922571,0.06385,13.4964,0.0395833,-1.52403e-07,-5.86769,-5.38602,-12.4256,-25.884,-43.9394,-20.3631,-11.4331,-30.6893,0.838889,-300,-7.91383e-26,78.1904
63,Fast Driver / TIGHT,PUNCH,TIGHT,1,1,0.922571,0.064134,13.4579,0.0270833,-6.43689e-08,-5.83762,-5.67023,-11.6672,-25.6725,-44.9408,-20.6861,-12.1835,-32.7001,0.525,-300,2.22731e-27,62.2424
64,Techno Nail / TIGHT,PUNCH,TIGHT,1,1,0.922059,0.0626403,13.6577,0,2.35273e-09,-6.00842,-5.95304,-11.8253,-25.1767,-44.3082,-21.194,-11.5564,-31.0894,0.480556,-300,-1.85397e-26,73.017
65,Needle Punch / TIGHT,PUNCH,TIGHT,1,1,0.918953,0.0633303,13.5333,0,1.53399e-09,-6.18513,-5.92638,-11.6134,-22.8982,-38.1601,-20.839,-10.2706,-26.1099,0.408333,-300,-2.39734e-22,109.661
66,Front Row / TIGHT,PUNCH,TIGHT,1,1,0.922571,0.0635753,13.5339,0.0166667,-5.56956e-08,-5.90123,-5.95954,-11.6466,-23.3533,-38.8868,-20.4225,-9.98867,-26.3208,0.480556,-300,-3.56262e-22,113.013
67,Steel Toe / TIGHT,PUNCH,TIGHT,1,1,0.922571,0.0657745,13.2385,0.0416667,-1.73497e-07,-5.76164,-5.54359,-11.4016,-23.083,-38.6225,-19.8352,-10.2489,-26.8681,0.738889,-300,-3.39684e-22,111.352
68,Impact Driver / TIGHT,PUNCH,TIGHT,1,1,0.905932,0.0591521,14.0021,0,3.8046e-09,-6.38166,-6.44954,-12.429,-26.0945,-45.4729,-22.5056,-11.9084,-31.8463,0.402778,-300,-1.7632e-28,55.8974
69,Concrete Punch / TIGHT,PUNCH,TIGHT,1,1,0.922571,0.0662384,13.1775,0.0375,-1.09032e-07,-5.74371,-5.52947,-11.1665,-23.2664,-39.3744,-20.0585,-10.0873,-26.9541,0.675,-300,-3.69351e-23,102.61
70,Clean Attack / HEAVY,PUNCH,HEAVY,1,1,0.922571,0.0705598,12.6287,0.0708333,-3.536e-07,-5.96233,-4.89297,-10.3275,-21.1981,-35.4917,-18.5668,-9.34513,-24.5539,0.944444,-300,-4.65746e-21,128.562
71,Pressure Point / HEAVY,PUNCH,HEAVY,1,1,0.922571,0.0699588,12.7035,0.0479167,-1.80323e-07,-5.75671,-5.34973,-10.2208,-20.3677,-33.1212,-18.8552,-8.2763,-22.1171,0.736111,-300,-3.53563e-18,151.45
72,Warehouse Knock / HEAVY,PUNCH,HEAVY,1,1,0.922571,0.0711531,12.5565,0.06875,-3.95847e-07,-5.78558,-4.87282,-10.4362,-20.4246,-32.5372,-18.1015,-8.03847,-21.5449,1.14722,-293.268,-1.9503e-17,148.709
73,Fast Driver / HEAVY,PUNCH,HEAVY,1,1,0.922571,0.0737303,12.2473,0.08125,-5.30459e-07,-5.85547,-4.79591,-9.62658,-19.3003,-32.3681,-18.0677,-8.18772,-22.2864,1.25556,-300,3.08813e-18,146.136
74,Techno Nail / HEAVY,PUNCH,HEAVY,1,1,0.922571,0.0731592,12.3151,0.0541667,-2.58274e-07,-5.77397,-5.19917,-9.4065,-19.1344,-31.1648,-18.5017,-7.59648,-20.5536,0.944444,-299.696,8.81681e-18,153.227
75,Needle Punch / HEAVY,PUNCH,HEAVY,1,1,0.922571,0.0738383,12.237,0.0625,-3.93031e-07,-5.91132,-5.20018,-9.36071,-18.3023,-28.3637,-18.3174,-7.21448,-18.5526,0.738889,-260.102,-2.76418e-16,131.968
76,Front Row / HEAVY,PUNCH,HEAVY,1,1,0.922571,0.0695055,12.7615,0.05,-3.23172e-07,-5.90179,-5.44353,-10.4666,-19.4517,-30.1568,-18.7501,-7.59919,-18.9916,0.572222,-261.92,6.38571e-16,132.396
77,Steel Toe / HEAVY,PUNCH,HEAVY,1,1,0.922571,0.0738243,12.2378,0.0895833,-7.70916e-07,-5.68111,-4.96266,-9.66306,-18.8217,-29.6252,-17.8159,-7.52567,-19.2231,1.26389,-261.395,1.20867e-15,132.316
78,Impact Driver / HEAVY,PUNCH,HEAVY,1,1,0.922571,0.0712799,12.5408,0.0604167,-2.59237e-07,-5.93688,-5.38421,-9.60146,-19.8249,-32.6199,-19.1089,-8.28491,-21.8586,0.669444,-300,-1.4387e-19,141.646
79,Concrete Punch / HEAVY,PUNCH,HEAVY,1,1,0.922571,0.0752166,12.0761,0.09375,-5.87044e-07,-5.63196,-5.0184,-9.30792,-18.0653,-28.7279,-17.816,-7.13243,-18.4782,1.25278,-260.401,-7.47222e-16,132.432
80,Clean Attack / SUSTAIN,PUNCH,SUSTAIN,1,1,0.922571,0.0696593,12.7409,0.0333333,-3.92248e-07,-6.20757,-5.32011,-10.2364,-19.6428,-31.8326,-19.0074,-8.24603,-21.5055,0.566667,-300,-1.04259e-19,151.955
81,Pressure Point / SUSTAIN,PUNCH,SUSTAIN,1,1,0.922571,0.0681855,12.928,0.01875,-1.52629e-07,-6.07992,-5.69213,-10.5155,-19.546,-30.3207,-19.5291,-7.50012,-19.2015,0.505556,-261.962,-6.13128e-16,132.214
82,Warehouse Knock / SUSTAIN,PUNCH,SUSTAIN,1,1,0.922571,0.07098,12.5791,0.0604167,-6.86885e-07,-5.84982,-5.06111,-10.4408,-19.4611,-30.223,-18.3783,-7.50021,-19.1165,0.980556,-261.862,4.8547e-16,132.273
83,Fast Driver / SUSTAIN,PUNCH,SUSTAIN,1,1,0.922571,0.0736375,12.2599,0.06875,-7.77402e-07,-5.95803,-5.10726,-9.54639,-18.1287,-29.2345,-18.3162,-7.52599,-19.3043,0.844444,-271.376,-2.06886e-16,138.224
84,Techno Nail / SUSTAIN,PUNCH,SUSTAIN,1,1,0.922571,0.072437,12.4033,0.0291667,-2.21488e-07,-6.02826,-5.46605,-9.4765,-18.2897,-28.6922,-18.7836,-7.10174,-18.0564,0.55,-260.446,-4.06592e-16,132.307
85,Needle Punch / SUSTAIN,PUNCH,SUSTAIN,1,1,0.922571,0.0697211,12.7353,0.03125,-1.65566e-07,-6.25557,-5.67345,-10.034,-18.6844,-28.8252,-19.2097,-7.7193,-18.6729,0.508333,-260.583,-6.66194e-16,132.353
86,Front Row / SUSTAIN,PUNCH,SUSTAIN,1,1,0.922571,0.0645132,13.4089,0.0104167,-1.90938e-08,-6.26887,-6.17641,-11.2711,-20.0075,-30.4333,-20.0196,-7.56288,-19.0324,0.386111,-262.051,-4.1792e-16,132.006
87,Steel Toe / SUSTAIN,PUNCH,SUSTAIN,1,1,0.922571,0.0713028,12.5397,0.1,-1.01132e-06,-5.82588,-5.25206,-10.129,-19.0449,-29.8962,-18.5154,-7.65459,-19.337,0.872222,-261.53,1.10999e-15,132.022
88,Impact Driver / SUSTAIN,PUNCH,SUSTAIN,1,1,0.922571,0.0692853,12.7887,0.01875,-1.21669e-07,-6.38668,-5.88146,-9.85636,-18.5775,-29.4341,-19.7973,-7.59696,-19.0956,0.5,-280.423,1.27797e-16,143.104
89,Concrete Punch / SUSTAIN,PUNCH,SUSTAIN,1,1,0.922571,0.0731569,12.3173,0.0729167,-5.69113e-07,-5.77069,-5.2282,-9.61503,-18.5239,-28.6686,-18.4378,-7.20139,-18.2652,0.880556,-260.397,1.30411e-15,132.109
90,Clean Attack / MUTANT,PUNCH,MUTANT,1,1,0.922571,0.0629548,13.6191,0.0208333,-1.21601e-07,-6.22299,-5.66173,-12.0634,-24.5591,-42.5161,-20.7944,-11.4878,-30.1916,0.486111,-300,-3.70793e-26,83.6984
91,Pressure Point / MUTANT,PUNCH,MUTANT,1,1,0.922571,0.0619448,13.7596,0.0104167,-4.28591e-08,-6.07016,-6.14388,-12.0277,-23.5189,-38.7434,-21.0523,-10.0461,-26.4002,0.425,-300,1.3159e-21,113.209
92,Warehouse Knock / MUTANT,PUNCH,MUTANT,1,1,0.922571,0.0658651,13.2266,0.0395833,-1.63809e-07,-5.88568,-5.3086,-11.7314,-22.877,-37.8968,-19.5226,-9.8925,-25.8826,0.883333,-300,-2.54587e-21,118.55
93,Fast Driver / MUTANT,PUNCH,MUTANT,1,1,0.922571,0.0669961,13.0787,0.0291667,-1.2756e-07,-5.95675,-5.33389,-11.0402,-22.4665,-38.48,-19.7697,-10.2854,-27.0319,0.597222,-300,-4.26181e-23,105.82
94,Techno Nail / MUTANT,PUNCH,MUTANT,1,1,0.922571,0.0659385,13.2169,0.0166667,-3.85268e-08,-5.99061,-5.7088,-10.9325,-22.2212,-37.2908,-20.2006,-9.5713,-25.2148,0.511111,-300,1.29481e-21,115.251
95,Needle Punch / MUTANT,PUNCH,MUTANT,1,1,0.922571,0.0660908,13.1974,0.0145833,-7.09049e-08,-6.22063,-5.86366,-10.7597,-20.6842,-33.0156,-20.012,-8.75515,-22.0632,0.436111,-300,2.31148e-18,144.838
96,Front Row / MUTANT,PUNCH,MUTANT,1,1,0.91734,0.062383,13.6495,0,1.75307e-09,-6.19167,-6.11014,-12.1088,-21.6691,-34.2632,-20.5323,-8.80201,-21.9447,0.375,-300,-1.32618e-18,146.692
97,Steel Toe / MUTANT,PUNCH,MUTANT,1,1,0.922571,0.0680674,12.9414,0.0354167,-1.73902e-07,-5.84727,-5.28769,-10.9877,-21.0967,-33.6732,-19.214,-8.85629,-22.4703,0.847222,-300,-1.55832e-18,145.647
98,Impact Driver / MUTANT,PUNCH,MUTANT,1,1,0.912889,0.062881,13.5377,0,-1.9972e-09,-6.28387,-6.09998,-11.3977,-23.1917,-39.1852,-21.2844,-10.1343,-27.1116,0.469444,-300,-1.15642e-23,100.061
99,Concrete Punch / MUTANT,PUNCH,MUTANT,1,1,0.922571,0.0688961,12.8361,0.0791667,-5.5289e-07,-5.75062,-5.43466,-10.5127,-20.6285,-33.764,-19.2065,-8.76699,-22.9127,0.802778,-300,-1.62863e-19,138.844
100,Hard Clean,HARD,CORE,1,1,0.922072,0.0792647,12.1068,0,2.2095e-09,-8.18809,-7.71879,-10.3128,-14.387,-15.9313,-19.6643,-1.53688,-5.77344,0.25,-151.146,-2.27907e-11,80.4771
101,Peak Control,HARD,CORE,1,1,0.922571,0.0772773,12.1024,0.00208333,-9.49019e-09,-8.18561,-7.76423,-10.7694,-13.5557,-16.2299,-20.1137,-2.25322,-6.4216,0.238889,-178.557,2.06068e-12,94.9508
102,Flat Top,HARD,CORE,1,1,0.922571,0.0788763,12.4277,0.00416667,-5.44165e-09,-8.04397,-7.83524,-10.6305,-14.8164,-16.6005,-19.1852,-1.74762,-6.42623,0.438889,-135.427,2.30773e-11,72.4036
103,Redline,HARD,CORE,1,1,0.922571,0.0836777,11.5569,0.00833333,-2.06741e-08,-7.97676,-7.69132,-10.1987,-13.3106,-14.8348,-20.2138,-2.04231,-5.95532,0.475,-173.86,1.27744e-12,93.9362
104,Block Maker,HARD,CORE,1,1,0.922571,0.0798056,12.2773,0.00416667,-4.74338e-09,-7.88434,-8.16167,-10.8845,-14.4293,-15.8137,-18.8569,-2.5818,-6.93862,0.258333,-136.135,3.8661e-11,72.3043
105,Crushed Rail,HARD,CORE,1,1,0.922002,0.0816456,12.2622,0,7.55317e-09,-7.87237,-7.75598,-10.3871,-14.7264,-16.3905,-19.1504,-1.6189,-5.77864,0.552778,-138.299,-3.13255e-10,75.3817
106,Clipped Concrete,HARD,CORE,1,1,0.922571,0.0742831,12.5017,0.00625,-8.36166e-09,-7.8684,-8.00414,-10.9164,-14.6563,-16.7261,-18.7968,-2.50274,-7.60467,0.388889,-178.037,-6.10673e-12,95.1589
107,Hammer Hall,HARD,CORE,1,1,0.922571,0.0790774,12.1638,0.00833333,-2.0383e-08,-8.05773,-7.96757,-10.6534,-14.3119,-15.7297,-19.2721,-2.10983,-6.78829,0.269444,-158.948,1.64174e-11,85.1806
108,Main Room Block,HARD,CORE,1,1,0.922315,0.083576,12.0927,0,7.71319e-09,-8.1058,-7.65132,-10.3774,-14.5611,-15.7498,-19.5952,-1.55695,-5.56128,0.483333,-133.619,-5.77358e-10,72.3167
109,Guillotine,HARD,CORE,1,1,0.92227,0.0834805,12.1227,0,-4.56204e-09,-7.88512,-8.00235,-10.8653,-14.3492,-15.4181,-19.0927,-2.17983,-6.08236,0.313889,-133.752,1.2615e-10,72.2737
110,Hard Clean / TIGHT,HARD,TIGHT,1,1,0.922571,0.0728644,12.4585,0.0145833,-3.55246e-08,-8.19949,-7.75941,-10.4648,-14.2191,-17.6499,-19.7766,-2.34658,-8.17346,0.230556,-211.081,-1.87782e-13,111.942
111,Peak Control / TIGHT,HARD,TIGHT,1,1,0.922571,0.0730172,12.4005,0.01875,-5.03644e-08,-8.22401,-7.81853,-10.8944,-13.3559,-17.9175,-20.5187,-2.6174,-8.50605,0.236111,-231.271,9.52094e-16,123.15
112,Flat Top / TIGHT,HARD,TIGHT,1,1,0.922571,0.074955,12.3864,0.0125,-4.51988e-08,-8.0431,-7.85773,-10.6773,-14.5151,-16.6225,-19.2788,-2.2735,-7.60147,0.394444,-178.94,2.95201e-13,95.2283
113,Redline / TIGHT,HARD,TIGHT,1,1,0.922571,0.0775918,11.9031,0.01875,-7.6148e-08,-7.98612,-7.74402,-10.3155,-13.1007,-16.4433,-20.5265,-2.5514,-7.92913,0.344444,-229.041,-3.06442e-15,122.878
114,Block Maker / TIGHT,HARD,TIGHT,1,1,0.922571,0.074784,12.3608,0.00833333,-3.94279e-08,-7.88694,-8.19607,-11.0198,-14.0596,-16.3743,-19.1958,-3.16949,-8.16049,0.2,-181.259,1.21408e-12,96.2403
115,Crushed Rail / TIGHT,HARD,TIGHT,1,1,0.922571,0.0770576,12.1441,0.0125,-3.47267e-08,-7.91625,-7.75057,-10.4167,-14.2586,-16.2055,-19.2565,-2.15118,-6.79766,0.519444,-193.606,-7.99643e-13,104.45
116,Clipped Concrete / TIGHT,HARD,TIGHT,1,1,0.922571,0.0708567,12.6738,0.0145833,-8.45374e-08,-7.88006,-8.02453,-11.0261,-14.2851,-17.9406,-19.0735,-3.14372,-9.62272,0.316667,-230.758,-7.53712e-15,123.212
117,Hammer Hall / TIGHT,HARD,TIGHT,1,1,0.922571,0.0724634,12.4997,0.025,-1.02621e-07,-8.06878,-8.05237,-10.8213,-14.0821,-17.2988,-19.5831,-2.93948,-9.18744,0.202778,-222.304,-7.7884e-14,118.731
118,Main Room Block / TIGHT,HARD,TIGHT,1,1,0.922571,0.0801928,11.9737,0.0208333,-5.17689e-08,-8.10309,-7.68025,-10.3896,-14.2054,-15.505,-19.6489,-1.97894,-6.30131,0.402778,-168.036,6.76176e-12,90.5035
119,Guillotine / TIGHT,HARD,TIGHT,1,1,0.922571,0.0796897,12.0045,0.0125,-4.50406e-08,-7.9435,-8.04295,-10.9663,-13.7446,-15.3216,-19.3057,-2.59032,-6.72219,0.216667,-170.318,-2.02317e-11,91.6918
120,Hard Clean / HEAVY,HARD,HEAVY,1,1,0.922571,0.0811636,12.1561,0.0229167,-6.48089e-08,-8.20417,-7.65865,-10.3171,-14.5116,-16.0625,-19.6872,-1.3789,-5.37017,0.422222,-135.5,-8.82079e-10,72.3614
121,Peak Control / HEAVY,HARD,HEAVY,1,1,0.922571,0.079122,12.3151,0.0354167,-1.91894e-07,-8.12357,-7.76469,-10.7034,-14.4226,-16.3988,-19.7111,-1.90914,-5.78388,0.369444,-136.135,-3.80556e-10,72.3826
122,Flat Top / HEAVY,HARD,HEAVY,1,1,0.922571,0.0784812,12.4669,0.0166667,-4.66356e-08,-8.09606,-7.82709,-10.6095,-14.988,-16.628,-19.2952,-1.86405,-6.48411,0.475,-135.336,-8.92562e-10,72.3209
123,Redline / HEAVY,HARD,HEAVY,1,1,0.922571,0.0880222,11.7134,0.0208333,-1.62008e-07,-8.10251,-7.56061,-10.1927,-13.9019,-14.9918,-19.8308,-1.93852,-5.39615,0.563889,-133.024,-8.66092e-10,72.4813
124,Block Maker / HEAVY,HARD,HEAVY,1,1,0.922571,0.0779093,12.4911,0.0479167,-4.56821e-07,-7.87778,-8.07121,-10.9077,-14.8855,-16.3947,-18.8265,-2.4057,-6.91294,0.338889,-136.09,2.41029e-11,72.361
125,Crushed Rail / HEAVY,HARD,HEAVY,1,1,0.922571,0.0795998,12.5125,0.0375,-2.28834e-07,-7.8241,-7.89816,-10.5665,-14.973,-17.0188,-19.0568,-1.51421,-5.99551,0.541667,-133.515,-3.99481e-10,72.3178
126,Clipped Concrete / HEAVY,HARD,HEAVY,1,1,0.922571,0.0786866,12.5492,0.0333333,7.88232e-09,-7.90272,-7.95706,-10.8442,-14.8926,-16.8299,-19.0288,-1.78431,-6.51937,0.458333,-134.681,2.36846e-09,72.5291
127,Hammer Hall / HEAVY,HARD,HEAVY,1,1,0.922571,0.0812535,12.2654,0.0229167,-5.07712e-08,-8.10156,-7.92128,-10.6487,-14.627,-15.907,-19.2801,-1.87431,-6.40363,0.394444,-134.615,-6.65465e-10,72.2868
128,Main Room Block / HEAVY,HARD,HEAVY,1,1,0.922571,0.0809284,12.333,0.0375,-2.11946e-07,-8.10158,-7.72093,-10.5928,-14.744,-16.3526,-19.563,-1.57437,-5.87605,0.494444,-134.196,1.3298e-09,72.3461
129,Guillotine / HEAVY,HARD,HEAVY,1,1,0.922571,0.0803826,12.4267,0.0229167,-1.09157e-07,-7.86009,-7.97567,-10.8738,-14.657,-16.4518,-19.127,-1.97443,-6.08585,0.433333,-133.859,-1.72256e-11,72.2544
130,Hard Clean / SUSTAIN,HARD,SUSTAIN,1,1,0.922571,0.0849741,11.73,0.01875,-7.67695e-08,-8.2806,-7.74791,-10.3838,-13.6701,-14.8708,-20.0289,-2.20228,-5.56874,0.252778,-135.705,1.66932e-10,72.274
131,Peak Control / SUSTAIN,HARD,SUSTAIN,1,1,0.922279,0.087789,11.4564,0,-2.50303e-09,-8.33211,-7.80322,-10.4884,-12.718,-14.5698,-20.8671,-2.10291,-4.72416,0.25,-135.357,5.16646e-10,72.4563
132,Flat Top / SUSTAIN,HARD,SUSTAIN,1,1,0.922571,0.0817039,12.1163,0.0354167,-2.38886e-07,-8.16496,-7.75919,-10.7367,-14.283,-15.6116,-19.7965,-2.16319,-6.19073,0.441667,-135.341,1.08173e-09,72.3269
133,Redline / SUSTAIN,HARD,SUSTAIN,1,1,0.922571,0.0964008,10.8803,0.0291667,-3.87954e-07,-8.05843,-7.7364,-10.0926,-12.3974,-13.2512,-20.6533,-2.72028,-4.99,0.45,-132.846,1.37084e-09,72.3502
134,Block Maker / SUSTAIN,HARD,SUSTAIN,1,1,0.922571,0.0833289,11.8985,0.0333333,-2.77572e-07,-7.97466,-8.06568,-11.0135,-13.6484,-14.9383,-19.6544,-2.83639,-6.24635,0.230556,-135.833,-9.36594e-10,72.3149
135,Crushed Rail / SUSTAIN,HARD,SUSTAIN,1,1,0.922571,0.0857982,11.9251,0.0145833,-6.46471e-08,-7.94785,-7.7953,-10.4213,-13.9824,-15.4451,-19.4576,-2.22316,-5.6021,0.525,-132.974,-8.13408e-10,72.3877
136,Clipped Concrete / SUSTAIN,HARD,SUSTAIN,1,1,0.922571,0.0823656,12.0655,0.00208333,-7.83275e-09,-8.02217,-8.02829,-11.036,-13.8976,-15.3435,-19.6867,-2.45635,-6.32697,0.338889,-135.302,2.83108e-10,72.2829
137,Hammer Hall / SUSTAIN,HARD,SUSTAIN,1,1,0.922571,0.0858961,11.729,0.0270833,-2.71295e-07,-8.261,-7.95661,-10.7985,-13.5523,-14.5207,-20.0554,-2.52536,-6.15165,0.213889,-135.018,1.68708e-09,72.4624
138,Main Room Block / SUSTAIN,HARD,SUSTAIN,1,1,0.922571,0.0875807,11.6937,0.00416667,-8.49196e-09,-8.17705,-7.66808,-10.3933,-13.5869,-14.8962,-20.0902,-2.26039,-5.40993,0.45,-133.575,5.5674e-10,72.4343
139,Guillotine / SUSTAIN,HARD,SUSTAIN,1,1,0.922571,0.08953,11.468,0.00833333,-3.12503e-09,-8.08206,-8.06416,-10.8244,-12.7109,-14.3027,-19.8991,-2.61517,-5.34631,0.286111,-133.781,2.66064e-09,72.4095
140,Hard Clean / MUTANT,HARD,MUTANT,1,1,0.922571,0.0735754,12.4153,0.0291667,-1.49471e-07,-8.27611,-7.85081,-10.7394,-14.0036,-17.1444,-19.9252,-2.42867,-8.00073,0.233333,-194.855,-9.33556e-13,103.019
141,Peak Control / MUTANT,HARD,MUTANT,1,1,0.922571,0.0720848,12.5132,0.0229167,-1.1173e-07,-8.24862,-7.90254,-10.9039,-13.5265,-18.1932,-20.3535,-2.83799,-8.76512,0.236111,-229.271,-1.05807e-14,121.548
142,Flat Top / MUTANT,HARD,MUTANT,1,1,0.922571,0.0758853,12.3555,0.00625,-1.32457e-08,-8.09639,-7.99218,-10.745,-14.4194,-16.3306,-19.4671,-2.40397,-7.25389,0.325,-165.904,-3.2924e-11,88.2263
143,Redline / MUTANT,HARD,MUTANT,1,1,0.922571,0.0767677,11.9989,0.03125,-8.96996e-08,-8.11568,-7.70239,-10.42,-13.2461,-16.5906,-20.3208,-2.79292,-8.19918,0.325,-224.808,-4.81782e-14,120.551
144,Block Maker / MUTANT,HARD,MUTANT,1,1,0.922571,0.0760576,12.2981,0.0166667,-7.86473e-08,-7.92246,-8.22381,-11.0322,-14.0903,-16.0077,-19.1985,-3.04015,-7.79338,0.233333,-167.802,4.05457e-11,88.9913
145,Crushed Rail / MUTANT,HARD,MUTANT,1,1,0.922571,0.078852,12.0399,0.00833333,-4.43892e-08,-7.9408,-7.86338,-10.5036,-14.0116,-15.7694,-19.3643,-2.16089,-6.5841,0.488889,-178.42,3.87814e-13,96.154
146,Clipped Concrete / MUTANT,HARD,MUTANT,1,1,0.922571,0.0697271,12.8031,0.0270833,-9.25262e-08,-7.96987,-8.17362,-11.244,-14.1169,-18.4161,-19.504,-3.48362,-9.84903,0.227778,-229.414,2.68156e-15,121.718
147,Hammer Hall / MUTANT,HARD,MUTANT,1,1,0.922571,0.0727505,12.4944,0.0104167,-4.36813e-08,-8.18547,-8.08333,-10.9065,-14.0447,-17.097,-19.8111,-3.03152,-8.85943,0.208333,-205.838,2.43267e-13,109.341
148,Main Room Block / MUTANT,HARD,MUTANT,1,1,0.922571,0.081745,11.9297,0.0375,-2.15185e-07,-8.16623,-7.70244,-10.7095,-13.9463,-15.2239,-19.7611,-2.13646,-6.2733,0.344444,-155.194,-8.24728e-11,83.4233
149,Guillotine / MUTANT,HARD,MUTANT,1,1,0.922571,0.0806017,12.01,0.0229167,-5.66224e-08,-7.99118,-8.09481,-10.9913,-13.934,-15.1004,-19.1383,-2.81601,-6.81189,0.230556,-157.782,1.09944e-10,84.6954
150,Industrial Clean,INDUSTRIAL,CORE,1,1,0.915951,0.079398,12.1665,0,3.41767e-10,-8.61483,-9.80402,-8.79199,-13.9835,-17.0826,-20.1577,-1.81044,-6.36195,0.375,-104.969,4.13779e-08,52.4527
151,Reactor Core,INDUSTRIAL,CORE,1,1,0.915512,0.0761259,12.4838,0,4.53647e-09,-8.6652,-9.44709,-8.96979,-14.5653,-18.151,-19.9661,-2.09521,-7.30361,0.319444,-102.53,7.05166e-08,50.6032
152,Black Foundry,INDUSTRIAL,CORE,1,1,0.9153,0.0790819,12.2015,0,2.37982e-09,-8.70707,-10.0078,-8.95242,-13.6374,-17.2666,-20.7888,-0.936187,-5.48435,0.3,-102.034,-2.64358e-08,50.6742
153,Steel Chamber,INDUSTRIAL,CORE,1,1,0.915613,0.0773177,12.3644,0,1.76966e-09,-8.50235,-9.61541,-8.80251,-14.2747,-18.1291,-20.0662,-1.38434,-6.41227,0.3,-102.281,8.19028e-08,50.707
154,Container Impact,INDUSTRIAL,CORE,1,1,0.915989,0.0839845,11.839,0,9.28498e-10,-8.37719,-9.57957,-8.69658,-13.4774,-16.4325,-20.4995,-1.56399,-5.85004,0.422222,-101.444,7.57258e-08,51.4961
155,Factory Floor,INDUSTRIAL,CORE,1,1,0.915884,0.0856627,11.629,0,-1.95815e-09,-8.28955,-9.55576,-8.3624,-12.9922,-16.6194,-20.4993,-0.448311,-4.56125,0.436111,-102.1,-2.77697e-08,52.0534
156,Rust Press,INDUSTRIAL,CORE,1,1,0.917714,0.0826027,11.9592,0,2.57897e-09,-8.31092,-8.8118,-8.27239,-13.9464,-18.0542,-19.2569,-1.71684,-6.87976,0.583333,-99.3735,-6.25931e-08,50.6143
157,Broken Piston,INDUSTRIAL,CORE,1,1,0.92019,0.0836856,11.9019,0,8.47023e-09,-8.75175,-10.3238,-8.89761,-13.0094,-16.1704,-21.6142,-0.490267,-4.54221,0.35,-100.62,6.51745e-08,50.7634
158,Machine Teeth,INDUSTRIAL,CORE,1,1,0.919251,0.0833416,11.9198,0,1.22414e-10,-8.36008,-9.66666,-8.55678,-13.3863,-17.0345,-20.6113,-0.991124,-5.65341,0.416667,-100.084,4.38218e-09,50.6141
159,Underground Unit,INDUSTRIAL,CORE,1,1,0.917574,0.0875393,11.4873,0,1.33587e-09,-8.19614,-9.39869,-8.20612,-12.8299,-16.4277,-19.9647,-0.535221,-4.46147,0.497222,-99.4854,-4.75074e-08,50.6668
160,Industrial Clean / TIGHT,INDUSTRIAL,TIGHT,1,1,0.922571,0.0700621,12.927,0.00208333,4.65283e-09,-8.8834,-10.1709,-9.37101,-14.6234,-18.7165,-20.4924,-2.43732,-8.05843,0.3,-140.175,3.80231e-10,70.38
161,Reactor Core / TIGHT,INDUSTRIAL,TIGHT,1,1,0.920612,0.0700451,13.0158,0,-1.3557e-09,-9.05927,-9.93525,-9.4617,-15.039,-18.6948,-20.2891,-2.90982,-8.14419,0.269444,-122.262,-4.78841e-09,60.5319
162,Black Foundry / TIGHT,INDUSTRIAL,TIGHT,1,1,0.912627,0.0718934,12.7715,0,-1.55232e-10,-9.00952,-10.4804,-9.48747,-14.3349,-18.1224,-21.0664,-1.62798,-6.75384,0.236111,-115.788,-3.62355e-09,57.0401
163,Steel Chamber / TIGHT,INDUSTRIAL,TIGHT,1,1,0.91382,0.0728989,12.6775,0,4.73668e-09,-8.73761,-10.0338,-9.1018,-14.734,-18.3298,-20.2618,-1.97601,-7.18853,0.275,-114.434,-5.11882e-09,56.5502
164,Container Impact / TIGHT,INDUSTRIAL,TIGHT,1,1,0.917441,0.0743052,12.4402,0,8.07983e-09,-8.55987,-9.92146,-9.15508,-14.0568,-17.7113,-20.839,-2.09206,-7.31731,0.344444,-137.728,1.31213e-11,70.0596
165,Factory Floor / TIGHT,INDUSTRIAL,TIGHT,1,1,0.917269,0.075842,12.2222,0,2.01825e-09,-8.47916,-9.7385,-8.84515,-13.5952,-17.9579,-20.7461,-0.825481,-6.35016,0.366667,-138.531,1.24572e-09,70.343
