window,approved_shape_db,stage69B_compiled_shape_db,stage610_offline_proxy_shape_db,stage610_proxy_error_db,validator_tolerance_db
0_30,-1.1653,0.13685488002218626,0.1575643591794904,1.3228643591794904,1.5
30_80,-0.2191,1.1128283332345656,1.1335378123918698,1.3526378123918699,1.5
80_180,0.0,0.0,0.0,0.0,0.01
180_400,-2.0733,-0.9378964409091557,-1.908195131502529,0.1651048684974712,2.0
650_750,-12.1998,-7.9735726806751295,-12.238876754778095,-0.03907675477809569,3.0
