display_name,family,wave,mode,tune,body,punch,length,drive,colour,metal,sub,impact,grit,shape,evolve,destroy,clipper,reverb,reverbDecay,width,space,calibration
Peak Control / TIGHT,HARD,2,TIGHT,52.785,0.7802,0.94,190.0,0.6361,0.4139,0.1456,0.64,0.8004,0.6259,0.3543,0.4022,0.6241,0.6902,0.0,400.0,1.0,0.0,-5.0
Flat Top / TIGHT,HARD,2,TIGHT,50.997,0.7543,0.94,244.49759999999998,0.5169,0.5836,0.193,0.8150000000000001,0.8452,0.92,0.389,0.4285,0.7579,0.6394,0.0,400.0,1.0,0.0,-5.0
Redline / TIGHT,HARD,2,TIGHT,58.995999999999995,0.7673000000000001,0.904,190.0,0.6985,0.6343,0.2731,0.64,0.8016,0.8387,0.6633,0.35509999999999997,0.8972,0.6684,0.0,400.0,1.0,0.0,-5.0
Block Maker / TIGHT,HARD,2,TIGHT,53.114999999999995,0.5644,0.6949,242.8128,0.683,0.46790000000000004,0.2408,0.64,0.8691,0.8175,0.4753,0.2064,0.5205,0.7188,0.0,400.0,1.0,0.0,-5.0
Crushed Rail / TIGHT,HARD,2,TIGHT,51.421,0.8269,0.7323,223.9488,0.82,0.585,0.3089,0.8432000000000001,0.7704,0.6536000000000001,0.4419,0.2151,0.9074,0.6812,0.0,400.0,1.0,0.0,-5.0
Clipped Concrete / TIGHT,HARD,2,TIGHT,50.778,0.6329,0.8221999999999999,190.0,0.5980000000000001,0.5751000000000001,0.085,0.7095,0.9234,0.8706,0.3717,0.4133,0.7873,0.7812,0.0,400.0,1.0,0.0,-5.0
Hammer Hall / TIGHT,HARD,2,TIGHT,56.608999999999995,0.5637000000000001,0.94,197.25119999999998,0.5061,0.3015,0.0903,0.6683,0.97,0.92,0.759,0.147,0.8602,0.7477,0.0,400.0,1.0,0.0,-5.0
Main Room Block / TIGHT,HARD,2,TIGHT,54.168,0.7926,0.9057999999999999,258.4296,0.5596,0.30720000000000003,0.2862,0.8221,0.97,0.795,0.4339,0.09,0.7329,0.9102,0.0,400.0,1.0,0.0,-5.0
Guillotine / TIGHT,HARD,2,TIGHT,52.939,0.6273,0.7082999999999999,254.80079999999998,0.6624,0.2827,0.1414,0.6592,0.9514999999999999,0.6706000000000001,0.4557,0.40449999999999997,0.8534,0.9484,0.0,400.0,1.0,0.0,-5.0
Hard Clean / HEAVY,HARD,2,HEAVY,55.705999999999996,0.7754,0.8533999999999999,343.1676,0.5228,0.4084,0.1476,0.9169,0.8363999999999999,0.6082000000000001,0.389,0.1668,0.6775,0.7015,0.0,400.0,1.0,0.0,-5.0
Peak Control / HEAVY,HARD,2,HEAVY,49.135,0.94,0.8451,290.5278,0.6461,0.36889999999999995,0.1456,0.7949999999999999,0.6854,0.6159,0.33430000000000004,0.4172,0.6241,0.7102,0.0,400.0,1.0,0.0,-5.0
Flat Top / HEAVY,HARD,2,HEAVY,47.5,0.9243,0.8009,400.70439999999996,0.5269,0.5386,0.193,0.96,0.7302,0.92,0.369,0.4435,0.7579,0.6594,0.0,400.0,1.0,0.0,-5.0
Redline / HEAVY,HARD,2,HEAVY,55.346,0.9373,0.754,293.7138,0.7085,0.5892999999999999,0.2731,0.8029999999999999,0.6866,0.8287,0.6433,0.3701,0.8972,0.6884,0.0,400.0,1.0,0.0,-5.0
Block Maker / HEAVY,HARD,2,HEAVY,49.464999999999996,0.7343999999999999,0.5448999999999999,397.9432,0.6930000000000001,0.4229,0.2408,0.8039000000000001,0.7541,0.8075,0.45530000000000004,0.22139999999999999,0.5205,0.7388,0.0,400.0,1.0,0.0,-5.0
Crushed Rail / HEAVY,HARD,2,HEAVY,47.771,0.94,0.5822999999999999,367.0272,0.82,0.5399999999999999,0.3089,0.96,0.6554,0.6436000000000001,0.42190000000000005,0.2301,0.9074,0.7012,0.0,400.0,1.0,0.0,-5.0
Clipped Concrete / HEAVY,HARD,2,HEAVY,47.5,0.8029,0.6721999999999999,290.7992,0.6080000000000001,0.5301,0.085,0.8795,0.8084,0.8606,0.3517,0.4283,0.7873,0.8012,0.0,400.0,1.0,0.0,-5.0
Hammer Hall / HEAVY,HARD,2,HEAVY,52.958999999999996,0.7337,0.8087,323.27279999999996,0.5161,0.25649999999999995,0.0903,0.8383,0.9129999999999999,0.92,0.739,0.16199999999999998,0.8602,0.7677,0.0,400.0,1.0,0.0,-5.0
Main Room Block / HEAVY,HARD,2,HEAVY,50.518,0.94,0.7557999999999999,423.5374,0.5696,0.2622,0.2862,0.96,0.863,0.785,0.41390000000000005,0.10500000000000001,0.7329,0.9302,0.0,400.0,1.0,0.0,-5.0
Guillotine / HEAVY,HARD,2,HEAVY,49.289,0.7973,0.5582999999999999,417.5902,0.6724,0.2377,0.1414,0.8291999999999999,0.8364999999999999,0.6606000000000001,0.4357,0.4195,0.8534,0.95,0.0,400.0,1.0,0.0,-5.0
Hard Clean / SUSTAIN,HARD,2,SUSTAIN,58.056,0.7304,0.8634,401.3316,0.4678,0.4834,0.1976,0.7669,0.8313999999999999,0.6132000000000001,0.39899999999999997,0.2518,0.6775,0.6465,0.0,400.0,1.0,0.0,-5.0
Peak Control / SUSTAIN,HARD,2,SUSTAIN,51.485,0.9052,0.8551,339.7698,0.5911,0.44389999999999996,0.1956,0.645,0.6804,0.6209,0.3443,0.5,0.6241,0.6552,0.0,400.0,1.0,0.0,-5.0
Flat Top / SUSTAIN,HARD,2,SUSTAIN,49.697,0.8793000000000001,0.8109,440.0,0.4719,0.6136,0.243,0.8350000000000001,0.7252,0.92,0.379,0.5,0.7579,0.6043999999999999,0.0,400.0,1.0,0.0,-5.0
Redline / SUSTAIN,HARD,2,SUSTAIN,57.696,0.8923000000000001,0.764,343.4958,0.6535,0.6643,0.3231,0.653,0.6816,0.8337,0.6533,0.4551,0.8972,0.6334,0.0,400.0,1.0,0.0,-5.0
Block Maker / SUSTAIN,HARD,2,SUSTAIN,51.815,0.6894,0.5549,440.0,0.638,0.4979,0.2908,0.6539,0.7491,0.8125,0.4653,0.3064,0.5205,0.6838,0.0,400.0,1.0,0.0,-5.0
Crushed Rail / SUSTAIN,HARD,2,SUSTAIN,50.121,0.94,0.5922999999999999,429.2352,0.8147,0.615,0.3589,0.8632000000000001,0.6504,0.6486000000000001,0.4319,0.3151,0.9074,0.6462,0.0,400.0,1.0,0.0,-5.0
Clipped Concrete / SUSTAIN,HARD,2,SUSTAIN,49.478,0.7579,0.6821999999999999,340.0872,0.553,0.6051000000000001,0.135,0.7295,0.8034,0.8656,0.36169999999999997,0.5,0.7873,0.7462,0.0,400.0,1.0,0.0,-5.0
Hammer Hall / SUSTAIN,HARD,2,SUSTAIN,55.309,0.6887000000000001,0.8187,378.06479999999993,0.4611,0.33149999999999996,0.1403,0.6883,0.9079999999999999,0.92,0.749,0.247,0.8602,0.7127,0.0,400.0,1.0,0.0,-5.0
Main Room Block / SUSTAIN,HARD,2,SUSTAIN,52.868,0.9176000000000001,0.7657999999999999,440.0,0.5146,0.3372,0.3362,0.8421000000000001,0.858,0.79,0.4239,0.19,0.7329,0.8752,0.0,400.0,1.0,0.0,-5.0
Guillotine / SUSTAIN,HARD,2,SUSTAIN,51.639,0.7523000000000001,0.5682999999999999,440.0,0.6174,0.3127,0.19140000000000001,0.6792,0.8314999999999999,0.6656000000000001,0.4457,0.5,0.8534,0.9134,0.0,400.0,1.0,0.0,-5.0
Hard Clean / MUTANT,HARD,2,MUTANT,58.056,0.6304,0.94,267.5544,0.5278,0.5234,0.2126,0.7169,0.9214,0.6432,0.439,0.25680000000000003,0.7325,0.7115,0.0,400.0,1.0,0.0,-5.0
Peak Control / MUTANT,HARD,2,MUTANT,51.485,0.8051999999999999,0.94,226.5132,0.6511,0.4839,0.2106,0.64,0.7704000000000001,0.6508999999999999,0.38430000000000003,0.5,0.6791,0.7202000000000001,0.0,400.0,1.0,0.0,-5.0
Flat Top / MUTANT,HARD,2,MUTANT,49.697,0.7793,0.8959,312.4136,0.5319,0.6536,0.258,0.785,0.8152,0.92,0.41900000000000004,0.5,0.8129000000000001,0.6694,0.0,400.0,1.0,0.0,-5.0
Redline / MUTANT,HARD,2,MUTANT,57.696,0.7923,0.8490000000000001,228.99720000000002,0.7135,0.68,0.3381,0.64,0.7716000000000001,0.8636999999999999,0.6932999999999999,0.4601,0.95,0.6984,0.0,400.0,1.0,0.0,-5.0
Block Maker / MUTANT,HARD,2,MUTANT,51.815,0.5893999999999999,0.6399,310.2608,0.698,0.5379,0.30579999999999996,0.64,0.8391000000000001,0.8424999999999999,0.5053,0.3114,0.5755,0.7488,0.0,400.0,1.0,0.0,-5.0
Crushed Rail / MUTANT,HARD,2,MUTANT,50.121,0.8519,0.6773,286.15680000000003,0.82,0.6549999999999999,0.36,0.8132,0.7404000000000001,0.6786,0.47190000000000004,0.3201,0.95,0.7112,0.0,400.0,1.0,0.0,-5.0
Clipped Concrete / MUTANT,HARD,2,MUTANT,49.478,0.6578999999999999,0.7672,226.72480000000002,0.613,0.6451,0.15000000000000002,0.6795,0.8934000000000001,0.8956,0.4017,0.5,0.8423,0.8112,0.0,400.0,1.0,0.0,-5.0
Hammer Hall / MUTANT,HARD,2,MUTANT,55.309,0.5887,0.9037000000000001,252.04319999999998,0.5211,0.37149999999999994,0.1553,0.64,0.97,0.92,0.76,0.252,0.9152,0.7777000000000001,0.0,400.0,1.0,0.0,-5.0
Main Room Block / MUTANT,HARD,2,MUTANT,52.868,0.8176,0.8508,330.2156,0.5746,0.3772,0.3512,0.7921,0.9480000000000001,0.82,0.46390000000000003,0.195,0.7879,0.9402,0.0,400.0,1.0,0.0,-5.0
Guillotine / MUTANT,HARD,2,MUTANT,51.639,0.6523,0.6533,325.5788,0.6774,0.3527,0.2064,0.64,0.9215,0.6956,0.4857,0.5,0.9084000000000001,0.95,0.0,400.0,1.0,0.0,-5.0
Industrial Clean,INDUSTRIAL,3,CORE,50.216,0.7996,0.7388,322.3,0.5157,0.5385,0.5952,0.7553,0.7429,0.4456,0.8819,0.4954,0.6057,0.7461,0.0,400.0,1.0,0.0,-5.0
Reactor Core,INDUSTRIAL,3,CORE,47.137,0.8007,0.7715,465.49,0.4233,0.5396,0.7473,0.808,0.5841,0.83,0.6668,0.5303,0.6616,0.4896,0.0,400.0,1.0,0.0,-5.0
Black Foundry,INDUSTRIAL,3,CORE,55.092,0.7908,0.696,492.65,0.3819,0.5091,0.7479,0.8421,0.8459,0.5055,0.5272,0.6921,0.6175,0.379,0.0,400.0,1.0,0.0,-5.0
Steel Chamber,INDUSTRIAL,3,CORE,51.003,0.7576,0.7979,498.0,0.4247,0.4005,0.4647,0.9337,0.917,0.5108,0.7147,0.5679,0.6071,0.5909,0.0,400.0,1.0,0.0,-5.0
Container Impact,INDUSTRIAL,3,CORE,50.15,0.9135,0.6603,327.66,0.5807,0.3143,0.7673,0.7648,0.7344,0.848,0.453,0.6705,0.7136,0.4811,0.0,400.0,1.0,0.0,-5.0
Factory Floor,INDUSTRIAL,3,CORE,55.937,0.8549,0.614,324.79,0.6329,0.3022,0.4362,0.9358,0.7977,0.434,0.5122,0.6885,0.6055,0.7314,0.0,400.0,1.0,0.0,-5.0
Rust Press,INDUSTRIAL,3,CORE,47.388,0.8566,0.5035,346.16,0.7367,0.4761,0.4817,0.9753,0.8709,0.7294,0.6836,0.5295,0.8225,0.7614,0.0,400.0,1.0,0.0,-5.0
Broken Piston,INDUSTRIAL,3,CORE,51.486,0.9773,0.8674,368.87,0.4607,0.6546,0.7692,0.7856,0.8835,0.4689,0.7155,0.8741,0.626,0.5176,0.0,400.0,1.0,0.0,-5.0
Machine Teeth,INDUSTRIAL,3,CORE,50.441,0.9805,0.5241,394.32,0.5226,0.3201,0.8679,0.9412,0.916,0.8469,0.7265,0.8682,0.4138,0.6425,0.0,400.0,1.0,0.0,-5.0
Underground Unit,INDUSTRIAL,3,CORE,56.931,0.7474,0.5024,364.12,0.6797,0.5743,0.7807,0.9483,0.8652,0.5443,0.7293,0.7776,0.8257,0.5311,0.0,400.0,1.0,0.0,-5.0
Industrial Clean / TIGHT,INDUSTRIAL,3,TIGHT,51.216,0.7296,0.8388,240.0,0.5257000000000001,0.5585,0.5952,0.6553,0.8179,0.4706,0.9,0.4704,0.6057,0.7461,0.0,400.0,1.0,0.0,-5.0
Reactor Core / TIGHT,INDUSTRIAL,3,TIGHT,48.137,0.7306999999999999,0.8714999999999999,325.84299999999996,0.4333,0.5596,0.7473,0.7080000000000001,0.6590999999999999,0.855,0.7168,0.5053,0.6616,0.4896,0.0,400.0,1.0,0.0,-5.0
Black Foundry / TIGHT,INDUSTRIAL,3,TIGHT,56.092,0.7207999999999999,0.7959999999999999,344.85499999999996,0.3919,0.5291,0.7479,0.7421,0.9208999999999999,0.5305,0.5772,0.6671,0.6175,0.379,0.0,400.0,1.0,0.0,-5.0
Steel Chamber / TIGHT,INDUSTRIAL,3,TIGHT,52.003,0.6876,0.8979,348.59999999999997,0.43470000000000003,0.42050000000000004,0.4647,0.8337,0.95,0.5358,0.7647,0.5428999999999999,0.6071,0.5909,0.0,400.0,1.0,0.0,-5.0
Container Impact / TIGHT,INDUSTRIAL,3,TIGHT,51.15,0.8434999999999999,0.7603,240.0,0.5907,0.33430000000000004,0.7673,0.6648000000000001,0.8094,0.86,0.503,0.6455,0.7136,0.4811,0.0,400.0,1.0,0.0,-5.0
Factory Floor / TIGHT,INDUSTRIAL,3,TIGHT,56.937,0.7848999999999999,0.714,240.0,0.6429,0.32220000000000004,0.4362,0.8358,0.8726999999999999,0.459,0.5622,0.6635,0.6055,0.7314,0.0,400.0,1.0,0.0,-5.0
Rust Press / TIGHT,INDUSTRIAL,3,TIGHT,48.388,0.7866,0.6034999999999999,242.312,0.74,0.49610000000000004,0.4817,0.8753,0.9459,0.7544000000000001,0.7336,0.5045,0.8225,0.7614,0.0,400.0,1.0,0.0,-5.0
Broken Piston / TIGHT,INDUSTRIAL,3,TIGHT,52.486,0.9073,0.92,258.209,0.4707,0.6746,0.7692,0.6856,0.95,0.4939,0.7655000000000001,0.8491,0.626,0.5176,0.0,400.0,1.0,0.0,-5.0
Machine Teeth / TIGHT,INDUSTRIAL,3,TIGHT,51.441,0.9105000000000001,0.6241,276.024,0.5326,0.3401,0.8679,0.8412000000000001,0.95,0.86,0.7765000000000001,0.8432,0.4138,0.6425,0.0,400.0,1.0,0.0,-5.0
Underground Unit / TIGHT,INDUSTRIAL,3,TIGHT,57.931,0.68,0.6023999999999999,254.884,0.6897,0.5943,0.7807,0.8483,0.9401999999999999,0.5693,0.7793,0.7525999999999999,0.8257,0.5311,0.0,400.0,1.0,0.0,-5.0
Industrial Clean / HEAVY,INDUSTRIAL,3,HEAVY,47.866,0.8996,0.6888,380.314,0.5507000000000001,0.5135,0.5952,0.8252999999999999,0.7029,0.4856,0.9,0.4854,0.6057,0.7661,0.0,400.0,1.0,0.0,-5.0
Reactor Core / HEAVY,INDUSTRIAL,3,HEAVY,45.0,0.9007,0.7214999999999999,540.0,0.45830000000000004,0.5146,0.7473,0.8780000000000001,0.5440999999999999,0.86,0.6968,0.5203,0.6616,0.5095999999999999,0.0,400.0,1.0,0.0,-5.0
Black Foundry / HEAVY,INDUSTRIAL,3,HEAVY,52.742,0.8907999999999999,0.6459999999999999,540.0,0.41690000000000005,0.4841,0.7479,0.9120999999999999,0.8059,0.5455,0.5572,0.6821,0.6175,0.399,0.0,400.0,1.0,0.0,-5.0
Steel Chamber / HEAVY,INDUSTRIAL,3,HEAVY,48.653,0.8576,0.7479,540.0,0.4597,0.3755,0.4647,0.98,0.877,0.5508000000000001,0.7447,0.5579,0.6071,0.6109,0.0,400.0,1.0,0.0,-5.0
Container Impact / HEAVY,INDUSTRIAL,3,HEAVY,47.8,0.99,0.6103,386.6388,0.6157,0.2893,0.7673,0.8348,0.6944,0.86,0.483,0.6605,0.7136,0.5011,0.0,400.0,1.0,0.0,-5.0
Factory Floor / HEAVY,INDUSTRIAL,3,HEAVY,53.586999999999996,0.9549,0.564,383.2522,0.6679,0.2772,0.4362,0.98,0.7576999999999999,0.474,0.5422,0.6785,0.6055,0.7514000000000001,0.0,400.0,1.0,0.0,-5.0
Rust Press / HEAVY,INDUSTRIAL,3,HEAVY,45.038,0.9566,0.45349999999999996,408.4688,0.74,0.4511,0.4817,0.98,0.8309,0.7694000000000001,0.7136,0.5195,0.8225,0.78,0.0,400.0,1.0,0.0,-5.0
Broken Piston / HEAVY,INDUSTRIAL,3,HEAVY,49.135999999999996,0.99,0.8173999999999999,435.2666,0.49570000000000003,0.6295999999999999,0.7692,0.8555999999999999,0.8434999999999999,0.5089,0.7455,0.8641,0.626,0.5376,0.0,400.0,1.0,0.0,-5.0
Machine Teeth / HEAVY,INDUSTRIAL,3,HEAVY,48.091,0.99,0.4741,465.2976,0.5576,0.2951,0.8679,0.98,0.876,0.86,0.7565000000000001,0.8582,0.4138,0.6625,0.0,400.0,1.0,0.0,-5.0
Underground Unit / HEAVY,INDUSTRIAL,3,HEAVY,54.580999999999996,0.8473999999999999,0.45239999999999997,429.66159999999996,0.7147,0.5493,0.7807,0.98,0.8251999999999999,0.5843,0.7593,0.7676,0.8257,0.5511,0.0,400.0,1.0,0.0,-5.0
Industrial Clean / SUSTAIN,INDUSTRIAL,3,SUSTAIN,50.216,0.8546,0.6988,444.774,0.5157,0.5885,0.6652,0.6753,0.6979,0.4956,0.9,0.5954,0.6057,0.7111,0.0,400.0,1.0,0.0,-5.0
Reactor Core / SUSTAIN,INDUSTRIAL,3,SUSTAIN,47.137,0.8557,0.7314999999999999,540.0,0.4233,0.5896,0.8172999999999999,0.7280000000000001,0.5390999999999999,0.86,0.7068,0.6303,0.6616,0.4546,0.0,400.0,1.0,0.0,-5.0
Black Foundry / SUSTAIN,INDUSTRIAL,3,SUSTAIN,55.092,0.8458,0.6559999999999999,540.0,0.3819,0.5591,0.8179000000000001,0.7621,0.8009,0.5555,0.5672,0.7921,0.6175,0.344,0.0,400.0,1.0,0.0,-5.0
Steel Chamber / SUSTAIN,INDUSTRIAL,3,SUSTAIN,51.003,0.8126000000000001,0.7579,540.0,0.4247,0.4505,0.5347,0.8537,0.872,0.5608000000000001,0.7547,0.6678999999999999,0.6071,0.5559,0.0,400.0,1.0,0.0,-5.0
Container Impact / SUSTAIN,INDUSTRIAL,3,SUSTAIN,50.15,0.9685,0.6203,452.1708,0.5807,0.3643,0.8372999999999999,0.6848000000000001,0.6894,0.86,0.493,0.7705,0.7136,0.44610000000000005,0.0,400.0,1.0,0.0,-5.0
Factory Floor / SUSTAIN,INDUSTRIAL,3,SUSTAIN,55.937,0.9099,0.574,448.2102,0.6329,0.3522,0.5062,0.8558,0.7526999999999999,0.484,0.5522,0.7885,0.6055,0.6964,0.0,400.0,1.0,0.0,-5.0
Rust Press / SUSTAIN,INDUSTRIAL,3,SUSTAIN,47.388,0.9116000000000001,0.46349999999999997,477.7008,0.7367,0.5261,0.5517000000000001,0.8953,0.8259,0.7794000000000001,0.7236,0.6295,0.8225,0.7263999999999999,0.0,400.0,1.0,0.0,-5.0
Broken Piston / SUSTAIN,INDUSTRIAL,3,SUSTAIN,51.486,0.99,0.8273999999999999,509.0406,0.4607,0.7046,0.8392,0.7056,0.8384999999999999,0.5189,0.7555000000000001,0.9,0.626,0.4825999999999999,0.0,400.0,1.0,0.0,-5.0
Machine Teeth / SUSTAIN,INDUSTRIAL,3,SUSTAIN,50.441,0.99,0.48410000000000003,540.0,0.5226,0.3701,0.9,0.8612000000000001,0.871,0.86,0.7665000000000001,0.9,0.4138,0.6074999999999999,0.0,400.0,1.0,0.0,-5.0
Underground Unit / SUSTAIN,INDUSTRIAL,3,SUSTAIN,56.931,0.8024,0.4624,502.4856,0.6797,0.6243000000000001,0.8507,0.8683000000000001,0.8201999999999999,0.5943,0.7693,0.8775999999999999,0.8257,0.4961,0.0,400.0,1.0,0.0,-5.0
Industrial Clean / MUTANT,INDUSTRIAL,3,MUTANT,50.216,0.7545999999999999,0.7838,296.516,0.5507000000000001,0.6234999999999999,0.6951999999999999,0.64,0.7879,0.5056,0.9,0.5904,0.6507000000000001,0.7661,0.0,400.0,1.0,0.0,-5.0
Reactor Core / MUTANT,INDUSTRIAL,3,MUTANT,47.137,0.7556999999999999,0.8165,428.2508,0.45830000000000004,0.6245999999999999,0.8472999999999999,0.678,0.6291,0.86,0.7517999999999999,0.6253,0.7066,0.5095999999999999,0.0,400.0,1.0,0.0,-5.0
Black Foundry / MUTANT,INDUSTRIAL,3,MUTANT,55.092,0.7457999999999999,0.741,453.238,0.41690000000000005,0.5941,0.8479,0.7121,0.8909,0.5654999999999999,0.6122,0.7871,0.6625000000000001,0.399,0.0,400.0,1.0,0.0,-5.0
Steel Chamber / MUTANT,INDUSTRIAL,3,MUTANT,51.003,0.7126,0.8429000000000001,458.16,0.4597,0.48550000000000004,0.5647,0.8037,0.95,0.5708,0.7997,0.6628999999999999,0.6521,0.6109,0.0,400.0,1.0,0.0,-5.0
Container Impact / MUTANT,INDUSTRIAL,3,MUTANT,50.15,0.8684999999999999,0.7053,301.4472,0.6157,0.39930000000000004,0.8673,0.64,0.7794000000000001,0.86,0.538,0.7655,0.7586,0.5011,0.0,400.0,1.0,0.0,-5.0
Factory Floor / MUTANT,INDUSTRIAL,3,MUTANT,55.937,0.8099,0.659,298.8068,0.6679,0.38720000000000004,0.5362,0.8058,0.8427,0.494,0.5972,0.7835,0.6505000000000001,0.7514000000000001,0.0,400.0,1.0,0.0,-5.0
Rust Press / MUTANT,INDUSTRIAL,3,MUTANT,47.388,0.8116,0.5485,318.46720000000005,0.74,0.5611,0.5817,0.8452999999999999,0.9159,0.7894000000000001,0.7686,0.6244999999999999,0.85,0.78,0.0,400.0,1.0,0.0,-5.0
Broken Piston / MUTANT,INDUSTRIAL,3,MUTANT,51.486,0.9322999999999999,0.9124,339.3604,0.49570000000000003,0.72,0.8692,0.6556,0.9285,0.5288999999999999,0.8005,0.9,0.671,0.5376,0.0,400.0,1.0,0.0,-5.0
Machine Teeth / MUTANT,INDUSTRIAL,3,MUTANT,50.441,0.9355,0.5691,362.7744,0.5576,0.4051,0.9,0.8112,0.95,0.86,0.8115,0.9,0.4588,0.6625,0.0,400.0,1.0,0.0,-5.0
Underground Unit / MUTANT,INDUSTRIAL,3,MUTANT,56.931,0.7023999999999999,0.5474,334.9904,0.7147,0.6593,0.8806999999999999,0.8183,0.9102,0.6043000000000001,0.8142999999999999,0.8725999999999999,0.85,0.5511,0.0,400.0,1.0,0.0,-5.0
Rave Foundation,RAVE,4,CORE,51.587,0.6994,0.6864,215.47,0.2835,0.6642,0.8549,0.8612,0.7742,0.6431,0.3496,0.3907,0.3759,0.4994,0.0,400.0,1.0,0.0,-5.0
Saw Pressure,RAVE,4,CORE,56.511,0.4927,0.7238,257.07,0.4319,0.9294,0.6909,0.6826,0.852,0.5791,0.2189,0.1401,0.6525,0.2908,0.0,400.0,1.0,0.0,-5.0
Warehouse Rave,RAVE,4,CORE,57.189,0.4991,0.8999,202.28,0.6756,0.6317,0.5866,0.8779,0.7491,0.495,0.3997,0.4698,0.3831,0.3908,0.0,400.0,1.0,0.0,-5.0
Red Strobe,RAVE,4,CORE,53.5,0.7174,0.884,216.95,0.3196,0.6243,0.5146,0.8102,0.8038,0.7365,0.2069,0.1569,0.73,0.5823,0.0,400.0,1.0,0.0,-5.0
Rave Saw,RAVE,4,CORE,55.663,0.5117,0.9427,264.52,0.3416,0.7329,0.5443,0.7787,0.9822,0.6592,0.5426,0.2356,0.3794,0.6445,0.0,400.0,1.0,0.0,-5.0
Overdrive 1999,RAVE,4,CORE,56.228,0.6871,0.9119,271.91,0.284,0.7562,0.9319,0.6437,0.7627,0.6485,0.5925,0.3558,0.5366,0.5657,0.0,400.0,1.0,0.0,-5.0
Neon Tunnel,RAVE,4,CORE,57.331,0.6438,0.8561,184.63,0.3678,0.9167,0.517,0.8724,0.9962,0.6107,0.3135,0.4539,0.4998,0.4685,0.0,400.0,1.0,0.0,-5.0
Acid Hammer,RAVE,4,CORE,57.386,0.5424,0.9528,193.92,0.6547,0.5882,0.6393,0.8845,0.9351,0.3672,0.5183,0.5429,0.6317,0.677,0.0,400.0,1.0,0.0,-5.0
Alarm State,RAVE,4,CORE,59.733,0.7595,0.7812,216.47,0.508,0.8382,0.7851,0.6458,0.7322,0.3579,0.5665,0.2982,0.6624,0.2914,0.0,400.0,1.0,0.0,-5.0
Belgian Basement,RAVE,4,CORE,59.221,0.7481,0.7383,221.85,0.5461,0.9072,0.8975,0.7414,0.9253,0.6795,0.5033,0.491,0.3697,0.498,0.0,400.0,1.0,0.0,-5.0
Rave Foundation / TIGHT,RAVE,4,TIGHT,53.287000000000006,0.6294,0.7864,163.7572,0.3135,0.6942,0.8549,0.7612,0.8492,0.6781,0.3996,0.36569999999999997,0.3759,0.4994,0.0,400.0,1.0,0.0,-5.0
Saw Pressure / TIGHT,RAVE,4,TIGHT,58.211000000000006,0.4227,0.8238,195.3732,0.4619,0.95,0.6909,0.5826,0.9269999999999999,0.6141,0.26890000000000003,0.11510000000000001,0.6525,0.2908,0.0,400.0,1.0,0.0,-5.0
Warehouse Rave / TIGHT,RAVE,4,TIGHT,58.889,0.4291,0.99,153.7328,0.68,0.6617000000000001,0.5866,0.7779,0.8240999999999999,0.53,0.4497,0.4448,0.3831,0.3908,0.0,400.0,1.0,0.0,-5.0
Red Strobe / TIGHT,RAVE,4,TIGHT,55.2,0.6474,0.984,164.882,0.3496,0.6543,0.5146,0.7102,0.8787999999999999,0.76,0.2569,0.13190000000000002,0.73,0.5823,0.0,400.0,1.0,0.0,-5.0
Rave Saw / TIGHT,RAVE,4,TIGHT,57.363,0.44170000000000004,0.99,201.03519999999997,0.37160000000000004,0.7629,0.5443,0.6787,0.99,0.6942,0.5926,0.2106,0.3794,0.6445,0.0,400.0,1.0,0.0,-5.0
Overdrive 1999 / TIGHT,RAVE,4,TIGHT,57.928000000000004,0.6171,0.99,206.65160000000003,0.31399999999999995,0.7862,0.9319,0.56,0.8377,0.6835,0.6425000000000001,0.3308,0.5366,0.5657,0.0,400.0,1.0,0.0,-5.0
Neon Tunnel / TIGHT,RAVE,4,TIGHT,59.031000000000006,0.5738000000000001,0.9561,150.0,0.39780000000000004,0.9467,0.517,0.7724,0.99,0.6457,0.3635,0.4289,0.4998,0.4685,0.0,400.0,1.0,0.0,-5.0
Acid Hammer / TIGHT,RAVE,4,TIGHT,59.086000000000006,0.4724,0.99,150.0,0.68,0.6182,0.6393,0.7845,0.99,0.4022,0.5683,0.5179,0.6317,0.677,0.0,400.0,1.0,0.0,-5.0
Alarm State / TIGHT,RAVE,4,TIGHT,61.433,0.6895,0.8812,164.5172,0.538,0.8682,0.7851,0.56,0.8071999999999999,0.3929,0.6165,0.2732,0.6624,0.2914,0.0,400.0,1.0,0.0,-5.0
Belgian Basement / TIGHT,RAVE,4,TIGHT,60.921,0.6780999999999999,0.8382999999999999,168.606,0.5761000000000001,0.9372,0.8975,0.6414,0.99,0.7145,0.5533,0.46599999999999997,0.3697,0.498,0.0,400.0,1.0,0.0,-5.0
Rave Foundation / HEAVY,RAVE,4,HEAVY,49.5,0.7994,0.6364,254.25459999999998,0.32349999999999995,0.6392,0.8549,0.9,0.7342,0.6831,0.37960000000000005,0.3807,0.3759,0.5194,0.0,400.0,1.0,0.0,-5.0
Saw Pressure / HEAVY,RAVE,4,HEAVY,54.161,0.5927,0.6738,303.34259999999995,0.4719,0.9044,0.6909,0.7525999999999999,0.8119999999999999,0.6191,0.2489,0.1301,0.6525,0.3108,0.0,400.0,1.0,0.0,-5.0
